"movieid1","movieid2","rating","username"
32,198,1,124
32,293,0,124
32,319,0,124
32,741,0,124
32,1653,1,124
32,1748,1,124
32,4580,0,124
32,4625,1,124
32,4878,0,67
32,4878,0,124
32,5570,1,124
32,8914,0,124
32,44421,0,124
32,56003,0,124
32,68237,1,124
32,77795,1,124
32,85414,0,124
32,114935,0,124
32,115235,1,124
32,115680,1,124
47,22,1,50
47,22,1,51
47,100,1,50
47,100,1,51
47,707,1,50
47,707,1,51
47,1617,0,67
47,1617,1,50
47,1617,1,51
47,4354,0,50
47,5282,1,50
47,6870,0,67
47,6870,1,50
47,31364,1,3
47,31364,1,50
47,44665,0,51
47,55290,1,50
47,55290,1,51
47,74944,1,50
47,74944,1,51
47,113573,0,67
47,113573,1,50
47,113573,1,51
48,239,1,98
48,364,1,2
48,364,1,98
48,588,1,98
48,616,1,98
48,783,1,98
48,1566,1,98
48,1688,1,98
48,1907,1,98
48,2081,1,98
48,2687,1,98
48,4016,1,2
48,4016,1,98
48,4886,1,98
48,6377,1,98
48,8961,1,98
48,72737,1,98
48,87876,1,98
48,106696,0,2
48,106696,1,98
110,1225,0,50
110,1293,1,50
110,1960,1,50
110,1961,0,50
110,2336,1,50
110,3753,1,50
110,4226,0,50
110,5995,0,50
110,98154,1,50
110,117176,0,50
150,110,1,127
150,527,1,127
150,780,1,127
150,1231,1,127
150,1262,0,127
150,2501,1,127
150,2529,1,127
150,2826,1,127
150,3246,1,127
150,4022,0,127
150,4225,0,127
150,53000,1,127
150,70237,1,127
150,72998,1,127
150,81845,1,127
150,85131,1,127
150,92192,1,127
150,97057,0,127
150,105504,1,127
150,108947,0,127
153,592,1,33
153,1377,1,33
153,1562,1,33
153,3213,1,33
153,3877,1,33
153,5349,1,33
153,8636,1,33
153,8666,1,33
153,26152,1,33
153,33794,1,33
153,45499,1,33
153,46530,1,33
153,87430,1,33
153,103042,1,33
153,108932,0,33
165,10,1,114
165,145,1,114
165,380,0,114
165,648,1,114
165,1036,1,114
165,1370,1,114
165,2089,0,114
165,53972,1,49
165,53972,1,114
165,70336,0,114
165,78499,0,114
165,90405,1,114
165,91485,1,49
165,91485,1,114
165,100498,1,114
165,113348,0,114
253,234,0,109
253,293,0,109
253,353,1,109
253,648,0,109
253,1339,1,109
253,2172,0,109
253,2644,1,109
253,3020,0,109
253,4168,0,109
253,5128,1,109
253,5489,1,109
253,56775,0,109
253,88205,0,109
253,95969,1,109
253,99114,0,109
253,114795,1,109
260,1196,1,143
260,1198,0,143
260,1210,1,143
260,1291,0,143
260,2628,1,143
260,5378,1,143
260,6678,0,143
260,33493,1,143
293,94,0,67
293,517,0,67
293,718,0,67
293,2403,0,67
293,76293,0,67
293,96737,0,67
296,18,1,98
296,70,1,33
296,70,1,67
296,70,1,98
296,70,1,111
296,555,0,111
296,555,1,33
296,555,1,98
296,962,0,98
296,962,0,111
296,1089,0,67
296,1089,0,143
296,1089,1,33
296,1089,1,98
296,1089,1,111
296,1213,1,33
296,1213,1,111
296,1213,1,143
296,1729,1,33
296,1729,1,98
296,1954,0,33
296,1954,0,67
296,1954,0,98
296,1954,0,143
296,1954,1,111
296,2409,0,33
296,2409,0,67
296,2409,0,98
296,2409,0,143
296,5986,0,98
296,5986,1,111
296,5986,1,143
296,6016,0,67
296,6016,1,33
296,6016,1,98
296,6874,1,33
296,6874,1,98
296,6874,1,111
296,6874,1,143
296,7438,0,67
296,7438,1,33
296,7438,1,98
296,7438,1,111
296,7438,1,143
296,32587,0,111
296,32587,1,143
296,74944,0,98
296,74944,0,111
296,74944,1,143
296,80489,0,98
296,80489,1,143
318,36,1,143
318,47,1,85
318,47,1,143
318,50,1,143
318,230,1,143
318,264,0,143
318,293,1,85
318,293,1,143
318,866,1,85
318,866,1,143
318,1203,1,143
318,1259,1,143
318,2120,1,85
318,2120,1,143
318,2329,1,85
318,2329,1,143
318,2403,0,143
318,2513,1,143
318,3147,1,143
318,5954,1,143
318,6250,1,143
318,8941,1,143
318,48516,1,143
318,74944,1,143
318,91658,1,143
356,508,0,143
356,1101,1,143
356,1721,0,59
356,1721,0,143
356,1721,1,110
356,1721,1,149
356,1946,0,143
356,1961,1,143
356,2028,1,110
356,2028,1,143
356,2324,1,143
356,2680,0,143
356,3147,1,143
356,6092,0,143
356,31362,0,143
356,63082,0,59
356,63082,1,110
356,64957,1,143
356,99114,0,143
356,99114,0,149
356,99114,1,110
356,105794,0,149
356,105794,1,143
364,1,1,74
364,1,1,123
364,1,1,144
364,48,0,74
364,48,0,144
364,48,1,123
364,588,0,74
364,588,1,123
364,588,1,144
364,616,1,123
364,1688,1,123
364,1907,1,74
364,1907,1,123
364,1907,1,144
364,2081,0,74
364,2081,1,123
364,2081,1,144
364,2355,0,123
364,2355,1,74
364,2355,1,144
364,2687,1,74
364,2687,1,123
364,2687,1,144
364,4886,0,74
364,4886,0,123
364,4886,1,144
364,6377,0,123
364,40339,0,123
364,40339,1,144
364,59501,0,123
364,59501,0,144
364,72737,1,123
364,72737,1,144
364,87529,0,123
364,87529,0,144
364,106696,0,123
364,106696,1,74
364,106696,1,144
367,19,1,44
367,19,1,66
367,19,1,70
367,19,1,99
367,153,0,66
367,153,0,70
367,153,0,99
367,153,1,44
367,231,0,66
367,231,1,44
367,231,1,70
367,231,1,99
367,344,1,44
367,344,1,66
367,344,1,70
367,344,1,99
367,399,0,44
367,399,0,66
367,399,0,70
367,420,0,44
367,420,0,66
367,420,0,70
367,420,0,99
367,438,0,44
367,438,0,66
367,438,0,70
367,482,0,44
367,482,0,66
367,482,0,70
367,784,0,66
367,784,1,44
367,784,1,70
367,1485,1,44
367,1485,1,66
367,1485,1,70
367,1485,1,99
367,3208,0,44
367,3208,1,66
367,3208,1,70
367,3208,1,99
367,3752,1,44
367,3752,1,66
367,3752,1,70
367,3752,1,99
367,4068,0,44
367,4068,0,70
367,5481,1,44
367,5481,1,66
367,5481,1,70
367,5481,1,99
367,6373,1,44
367,6373,1,70
367,6373,1,99
367,7562,0,44
367,7562,0,66
367,7562,1,70
367,26481,0,44
367,26481,0,70
367,26840,0,44
367,26840,0,66
367,26840,1,70
367,37733,0,44
367,37733,0,66
367,37733,0,70
367,93510,0,44
367,93510,0,70
367,93510,1,99
367,99910,0,44
367,99910,1,70
367,108330,0,44
367,108330,0,70
367,120637,0,44
367,120637,0,99
367,120637,1,70
480,589,1,148
480,780,1,148
480,1240,1,148
480,1270,0,148
480,1544,1,148
480,2527,1,148
480,3400,1,148
480,4370,0,148
480,4638,1,148
480,34048,1,148
480,41569,1,148
480,60514,1,148
480,110984,1,148
541,76,0,52
541,76,1,66
541,741,1,52
541,741,1,66
541,1129,0,66
541,1653,1,52
541,1653,1,66
541,2571,0,52
541,2571,1,66
541,4553,1,66
541,4878,0,52
541,4878,0,66
541,5388,0,52
541,5445,0,52
541,5445,0,66
541,6537,0,52
541,6537,1,66
541,8644,0,52
541,8644,1,66
541,34292,0,52
541,34292,0,66
541,48774,0,52
541,48774,0,66
588,1,0,67
588,1,1,65
588,48,0,65
588,48,1,67
588,239,0,67
588,239,1,65
588,364,1,65
588,364,1,67
588,551,0,65
588,551,0,67
588,1025,0,65
588,1025,0,67
588,1029,0,67
588,1029,1,65
588,2081,1,65
588,2081,1,67
588,2355,0,67
588,2355,1,65
588,3034,1,65
588,4306,1,65
588,4886,0,65
588,4886,0,67
588,6377,1,65
588,37729,0,67
588,37729,1,65
588,72737,1,65
588,81847,0,67
588,81847,1,65
588,87876,0,67
588,87876,1,65
592,153,1,33
592,153,1,84
592,1377,1,33
592,1377,1,84
592,3213,1,33
592,3213,1,84
592,26152,1,33
592,26152,1,84
592,27155,1,33
592,33794,0,84
592,33794,1,33
592,46530,1,33
592,46530,1,84
592,52722,1,33
592,52722,1,84
592,58559,1,33
592,88140,1,33
592,88140,1,84
592,91529,0,84
592,91529,1,33
592,103042,1,33
592,111362,1,33
608,1394,0,126
608,55290,0,126
608,55820,1,126
608,71464,1,126
608,96610,1,126
609,238,1,80
609,1367,1,80
648,10,1,83
648,434,1,83
648,1610,0,83
648,2376,0,83
648,2949,1,83
648,3623,1,83
648,33794,0,83
648,45186,1,83
648,91630,1,83
648,109569,1,83
673,248,0,122
673,719,1,122
673,1525,0,122
673,1702,1,122
673,2042,1,122
673,2355,1,122
673,2409,0,122
673,2720,0,122
673,2987,1,122
673,3361,0,122
673,3554,1,122
673,4900,1,122
673,8864,1,122
673,30883,1,122
673,72226,0,122
748,89,1,65
748,548,0,65
748,761,0,65
748,780,0,65
748,1047,0,65
748,1422,0,65
748,1603,0,65
748,54771,0,65
748,113557,0,65
750,924,1,65
750,1080,0,65
750,1136,0,65
750,1178,1,65
750,1206,0,65
750,1267,1,65
750,1732,0,65
750,6065,1,65
750,6561,0,65
750,34065,0,65
750,44195,0,65
750,82059,1,65
750,101902,1,65
750,118460,0,65
778,319,0,65
778,482,1,65
778,1554,0,65
778,1658,0,65
778,1732,1,33
778,1732,1,65
778,2542,1,33
778,2542,1,65
778,2765,1,65
778,2858,1,33
778,3168,0,65
778,3949,1,65
778,6223,1,65
778,26344,1,65
778,44929,0,65
778,57669,1,33
805,257,1,33
805,350,1,33
805,454,1,33
805,628,1,33
805,832,0,33
805,1006,1,33
805,1620,1,33
805,1672,1,33
805,2803,1,33
805,6187,1,33
805,6214,0,33
805,6879,1,33
805,96610,0,33
805,115149,0,33
858,318,1,79
858,428,1,33
858,593,0,33
858,1213,1,33
858,1221,1,33
858,1221,1,79
858,2023,1,33
858,2023,1,79
858,3362,1,33
858,4262,1,33
1027,650,0,112
1027,1726,0,112
1027,2376,0,112
1027,2948,0,112
1027,2949,0,112
1027,3107,0,112
1027,3259,0,112
1027,3623,0,112
1027,4005,0,112
1027,6518,0,112
1027,6832,0,112
1027,7030,0,112
1027,8640,1,112
1027,26744,0,112
1027,33794,0,112
1027,45186,0,112
1027,54075,1,112
1027,74111,1,112
1027,77866,1,112
1088,2340,0,67
1088,2942,1,67
1088,4054,1,67
1088,4539,1,67
1088,60482,0,67
1088,98373,0,67
1136,168,0,33
1136,1080,1,33
1136,1350,0,33
1136,2872,0,33
1136,2997,1,33
1136,6104,1,33
1136,6539,0,33
1136,6807,1,33
1136,7714,0,33
1196,260,1,112
1196,1210,1,112
1196,1291,0,112
1196,1676,1,112
1196,2628,1,112
1196,5378,1,112
1196,33493,1,112
1196,100515,0,112
1200,316,1,33
1200,589,1,33
1200,780,1,33
1200,1097,0,33
1200,1214,1,33
1200,1240,1,33
1200,1320,1,33
1200,1374,1,33
1200,1690,1,33
1200,2311,1,33
1200,2529,1,33
1200,2916,1,33
1200,3527,1,33
1200,4643,1,33
1200,8810,1,33
1203,36,0,67
1203,296,0,67
1203,318,0,67
1203,318,1,78
1203,1207,1,67
1203,2329,0,67
1203,3469,1,67
1203,3801,1,67
1203,6308,0,67
1203,6985,0,67
1206,198,0,84
1206,750,1,84
1206,924,0,84
1206,1199,1,84
1206,1258,1,84
1206,2730,0,84
1206,2985,0,84
1206,6184,0,84
1206,6214,0,84
1206,6305,1,84
1206,6645,1,84
1206,105731,1,84
1206,120637,0,84
1213,16,1,33
1213,111,1,33
1213,296,1,33
1213,428,1,33
1213,858,1,33
1213,1089,1,33
1213,1221,1,33
1213,1466,1,33
1213,2539,1,33
1213,6016,1,33
1213,6880,0,33
1213,26044,0,33
1213,55290,0,33
1213,96610,0,33
1213,96737,0,33
1213,105731,0,33
1214,316,1,33
1214,589,1,33
1214,780,1,33
1214,1200,1,33
1214,1690,1,33
1214,2287,0,33
1214,2762,0,33
1214,6502,0,33
1214,8810,1,33
1214,94864,1,33
1320,780,1,106
1320,780,1,128
1320,1037,0,106
1320,1196,0,128
1320,1196,0,140
1320,1196,1,106
1320,1200,1,106
1320,1200,1,128
1320,1200,1,140
1320,1214,1,106
1320,1214,1,128
1320,1214,1,140
1320,1339,0,106
1320,1339,1,128
1320,1580,0,106
1320,1580,1,128
1320,1690,1,106
1320,1690,1,128
1320,1690,1,140
1320,2120,0,106
1320,2377,0,106
1320,2377,1,128
1320,2898,0,106
1320,3697,0,106
1320,3697,1,128
1320,3697,1,140
1320,7784,0,106
1320,7784,1,128
1320,7784,1,140
1320,8810,0,106
1320,8810,1,128
1320,8810,1,140
1320,8896,0,140
1320,8896,1,106
1320,8896,1,128
1320,56801,1,106
1320,56801,1,128
1320,56801,1,140
1320,68358,1,106
1320,68358,1,128
1320,101864,0,106
1320,101864,0,140
1320,101864,1,128
1370,165,1,98
1370,648,1,98
1370,1036,1,98
1370,2334,1,98
1370,45186,1,98
1370,53972,1,98
1370,79185,1,98
1370,79695,1,98
1370,91630,1,98
1377,153,1,33
1377,592,1,33
1377,1562,1,33
1377,3213,1,33
1377,8636,1,33
1377,26152,1,33
1377,33794,1,33
1377,46530,1,33
1377,52722,1,33
1377,58404,1,33
1377,58559,1,33
1377,87430,1,33
1377,103042,1,33
1377,104141,1,33
1377,108932,0,33
1387,1097,0,53
1387,1097,0,67
1387,1350,0,119
1387,1388,1,53
1387,1388,1,67
1387,1388,1,119
1387,1389,1,53
1387,1389,1,67
1387,1389,1,119
1387,1954,0,67
1387,1954,0,119
1387,1997,0,53
1387,1997,0,67
1387,2366,0,53
1387,2366,1,119
1387,2722,1,53
1387,2722,1,119
1387,3508,0,119
1387,4124,1,53
1387,4124,1,67
1387,4124,1,119
1387,4220,0,119
1387,5395,0,119
1387,8894,1,53
1387,8894,1,119
1387,26152,0,53
1387,26152,0,119
1387,45442,0,53
1387,45442,1,119
1387,82022,1,53
1387,82022,1,119
1387,94469,0,53
1387,94469,0,119
1387,101218,0,53
1552,81,1,65
1552,94,1,65
1552,163,1,65
1552,733,0,65
1552,1573,0,65
1552,1835,0,65
1552,2026,0,65
1552,3717,0,65
1552,4963,0,65
1552,5608,0,65
1552,8972,0,65
1552,61465,1,65
1552,78499,0,65
1552,79695,0,65
1552,114180,0,65
1562,153,1,33
1562,836,0,33
1562,1240,0,33
1562,1377,1,33
1562,1526,0,33
1562,1556,0,33
1562,1626,0,33
1562,1744,0,33
1562,1798,0,33
1562,3213,1,33
1562,6534,1,33
1562,26152,1,33
1562,27311,1,33
1562,33794,1,33
1562,46530,1,33
1562,88140,1,33
1562,91529,1,33
1562,103042,1,33
1562,104141,1,33
1562,112326,1,33
1625,350,1,49
1625,2762,1,49
1625,3717,1,49
1625,65216,1,49
1625,74458,1,49
1653,6,0,48
1653,185,0,48
1653,541,0,48
1653,1682,0,48
1653,2181,0,48
1653,3176,0,48
1653,4878,0,48
1653,7254,0,48
1653,8914,1,48
1653,48043,1,48
1653,48774,0,48
1653,74510,0,48
1653,103306,0,48
1653,115680,0,48
1665,357,1,114
1665,419,1,114
1665,637,0,114
1665,648,0,114
1665,743,1,114
1665,1581,1,114
1665,1646,1,114
1665,7104,0,114
1665,46821,0,114
1665,49286,0,114
1665,52694,1,114
1665,53000,0,114
1665,56775,0,114
1665,93469,1,114
1690,780,1,33
1690,1196,1,33
1690,1200,1,33
1690,1214,1,33
1690,1320,1,33
1690,1580,0,33
1690,1591,0,33
1690,1676,1,33
1690,2126,0,33
1690,2793,0,33
1690,3300,1,33
1690,8810,1,33
1690,8896,0,33
1690,34405,1,33
1690,56801,1,33
1721,356,1,33
1721,587,1,33
1721,590,0,89
1721,1101,1,33
1721,1183,1,33
1721,1183,1,89
1721,1477,1,89
1721,1650,1,89
1721,1668,1,89
1721,1946,0,89
1721,1959,1,33
1721,1959,1,89
1721,2396,1,33
1721,2396,1,89
1721,5989,0,33
1721,5989,0,89
1721,8533,1,33
1721,45442,0,89
1721,53121,0,33
1721,53121,0,89
1721,53125,0,89
1721,63082,0,89
1721,63082,1,33
1907,661,1,52
1907,1029,1,52
1907,2033,1,52
1907,2081,1,52
1907,2090,1,52
1907,2687,1,52
1907,3615,1,52
1907,5109,1,52
1907,6539,0,52
1907,6889,1,52
1907,72737,1,52
1907,106696,1,52
1923,231,0,67
1923,367,1,67
1923,1821,0,67
1923,1883,0,67
1923,2125,0,67
1923,3948,1,67
1923,5296,0,67
1923,6792,0,67
1923,8528,0,67
1923,30825,1,67
2000,110,0,109
2000,110,1,127
2000,1036,1,109
2000,1036,1,127
2000,1918,1,109
2000,1918,1,127
2000,2001,1,109
2000,2001,1,127
2000,2002,0,127
2000,2002,1,109
2000,2476,0,109
2000,2476,0,127
2000,3109,0,109
2000,3109,0,127
2000,3705,1,109
2000,3705,1,127
2000,3744,1,109
2000,3744,1,127
2000,4085,1,109
2000,4085,1,127
2000,5049,0,127
2000,5049,1,109
2000,5437,0,109
2000,5437,0,127
2011,589,0,33
2011,1240,0,33
2011,1265,1,33
2011,1270,1,33
2011,2012,1,33
2011,2916,0,33
2011,4370,0,33
2011,4571,1,33
2011,6934,0,33
2011,7254,0,33
2011,76077,1,33
2011,92266,0,33
2011,109487,0,33
2012,316,0,127
2012,1200,1,127
2012,1240,0,127
2012,1270,1,127
2012,1702,0,127
2012,2011,1,127
2012,2916,1,127
2012,3510,0,127
2012,4370,1,127
2012,6383,1,127
2012,7254,1,127
2012,27450,1,127
2012,68358,1,127
2012,71106,0,127
2012,76077,0,127
2012,81631,0,127
2012,109487,1,127
2012,122096,0,127
2023,428,1,90
2023,431,0,90
2023,431,1,75
2023,431,1,98
2023,431,1,116
2023,858,1,75
2023,858,1,90
2023,858,1,98
2023,858,1,116
2023,1221,1,75
2023,1221,1,90
2023,1221,1,98
2023,1221,1,116
2023,3176,0,90
2023,3176,0,116
2023,4262,1,75
2023,4262,1,90
2023,4262,1,116
2023,4690,0,90
2023,4690,1,75
2023,5245,0,90
2023,5252,0,90
2023,5252,1,75
2023,6109,0,90
2023,8252,0,90
2023,27821,0,75
2023,27821,0,90
2023,58409,0,90
2023,74532,0,75
2023,74532,0,90
2023,77312,1,75
2028,780,1,44
2028,3372,1,44
2028,3519,1,44
2028,3555,1,44
2028,5420,1,44
2028,5425,1,67
2028,5995,0,44
2028,5995,0,67
2028,7143,0,44
2028,7143,0,67
2028,8493,1,44
2028,33743,1,44
2028,34536,1,44
2028,47202,0,67
2028,115210,1,44
2046,7743,1,138
2046,9004,1,138
2085,364,1,66
2085,616,1,66
2085,1023,1,66
2085,1025,1,66
2085,1367,1,66
2085,2078,1,66
2085,2080,1,66
2085,2081,1,66
2085,3034,1,66
2085,6377,1,66
2085,6539,0,66
2085,8961,1,66
2085,87876,1,66
2085,106696,1,66
2194,16,1,33
2194,428,1,33
2194,431,1,33
2194,1090,0,33
2194,1213,1,33
2194,1227,1,33
2194,2539,1,33
2324,527,1,67
2324,1457,0,67
2324,2028,0,67
2324,5995,0,67
2324,64034,1,67
2329,36,0,67
2329,318,0,67
2329,1203,0,67
2329,1573,0,67
2329,2231,0,67
2329,2959,0,67
2329,2959,1,98
2329,2979,0,67
2329,6016,0,67
2329,6016,1,98
2329,49772,0,67
2355,1,1,45
2355,1907,1,45
2355,2294,1,45
2355,2687,1,45
2355,3114,1,45
2355,4306,1,45
2355,4886,1,45
2355,4902,0,45
2355,8961,1,45
2355,40339,1,45
2355,56003,0,45
2355,71910,0,45
2355,78499,1,45
2355,87876,1,45
2355,109569,0,45
2363,1250,0,42
2363,1250,0,53
2363,2287,1,42
2363,2287,1,53
2363,2365,1,42
2363,2365,1,53
2363,2652,0,53
2363,2652,1,42
2363,2663,0,53
2363,5638,1,42
2363,5638,1,53
2363,7143,0,42
2363,7143,0,53
2363,53121,0,53
2363,53125,0,42
2363,53125,0,53
2363,98253,0,42
2363,103645,1,42
2363,103645,1,53
2363,105803,1,42
2363,105803,1,53
2363,105938,1,42
2363,105938,1,53
2363,111364,1,42
2363,111364,1,53
2420,502,1,114
2420,1270,0,114
2420,1442,0,114
2420,2406,0,114
2420,2421,1,114
2420,2422,1,114
2420,3591,0,114
2420,4589,0,114
2420,7893,0,114
2420,26913,1,114
2420,79224,1,114
2542,1732,1,33
2542,1799,1,33
2542,2329,1,33
2542,2959,1,33
2542,4011,1,33
2542,27831,1,33
2542,57669,1,33
2542,62849,1,33
2571,589,1,123
2571,589,1,138
2571,741,0,123
2571,741,1,33
2571,780,1,123
2571,2105,1,33
2571,2105,1,123
2571,5445,1,33
2571,5445,1,123
2571,5445,1,138
2571,5903,1,33
2571,6365,1,33
2571,6365,1,123
2571,6365,1,138
2571,6537,1,123
2571,6537,1,138
2571,6934,1,33
2571,6934,1,123
2571,6934,1,138
2571,8644,1,123
2571,27660,1,33
2571,27660,1,123
2571,37386,1,33
2571,37386,1,123
2571,68791,1,123
2572,2724,0,67
2572,4299,0,67
2572,4447,0,67
2572,44193,1,67
2572,80549,1,67
2572,102284,0,67
2572,102305,0,67
2634,2394,1,46
2634,2637,1,46
2634,2652,1,46
2634,5552,1,46
2634,5649,1,46
2634,6500,1,46
2634,26134,1,46
2634,26185,1,46
2634,40425,1,46
2634,81094,1,46
2634,114064,1,46
2634,115518,1,46
2634,115526,1,46
2640,592,1,65
2640,1377,1,65
2640,2641,1,65
2640,2642,1,65
2640,2643,1,65
2640,33794,1,65
2640,46530,1,65
2640,52722,0,65
2640,58404,1,65
2640,103042,1,65
2640,104419,1,65
2722,1603,1,65
2722,1762,0,65
2722,1882,0,65
2722,2713,1,65
2722,2808,0,65
2722,3409,0,65
2722,3981,1,65
2722,4265,1,65
2722,4638,0,65
2722,6377,1,65
2722,6574,1,65
2722,26152,0,65
2722,71530,0,65
2722,82022,1,65
2722,88744,0,65
2722,97188,0,65
2722,106918,0,65
2722,108085,0,65
2762,6,1,70
2762,1061,0,70
2762,1625,0,70
2762,2181,0,70
2762,3994,1,70
2762,5218,1,70
2762,5502,0,70
2762,6323,1,70
2762,8783,0,70
2762,37736,0,70
2762,51086,0,70
2762,74458,1,70
2762,80846,1,70
2953,317,1,84
2953,374,1,84
2953,374,1,127
2953,551,0,67
2953,551,1,84
2953,551,1,127
2953,586,1,67
2953,586,1,84
2953,586,1,127
2953,1359,1,84
2953,1359,1,127
2953,1367,0,67
2953,1367,1,84
2953,1367,1,127
2953,1707,1,67
2953,1707,1,84
2953,1707,1,127
2953,2054,0,67
2953,2054,0,127
2953,2054,1,84
2953,2092,1,84
2953,2092,1,127
2953,2423,1,84
2953,3400,0,127
2953,4896,0,67
2953,4896,1,84
2953,4896,1,127
2953,30793,1,84
2953,30793,1,127
2953,49013,0,67
2953,49013,0,127
2953,49013,1,84
2953,52730,0,67
2953,52730,1,84
2953,52730,1,127
2953,72294,1,84
2953,72294,1,127
2953,112183,0,67
2953,112183,0,84
2953,112183,1,127
2953,113348,0,67
2953,113348,1,84
2953,113348,1,127
2953,114246,0,67
2953,114246,0,84
2959,32,1,98
2959,1193,0,98
2959,1193,1,78
2959,1732,1,98
2959,2329,1,71
2959,2329,1,98
2959,2858,1,98
2959,4011,1,98
2959,4878,1,98
2959,7438,1,98
2959,8950,1,98
2959,65126,1,98
2987,235,0,112
2987,235,0,118
2987,355,1,112
2987,355,1,118
2987,673,1,112
2987,673,1,118
2987,1030,1,112
2987,1572,0,112
2987,1572,0,118
2987,2099,0,118
2987,2099,1,112
2987,2123,0,118
2987,2123,1,112
2987,2141,1,112
2987,2141,1,118
2987,2366,0,112
2987,2366,0,118
2987,3087,0,112
2987,3087,0,118
2987,4562,0,112
2987,4562,0,118
2987,4571,0,112
2987,5419,1,112
2987,5419,1,118
2987,6440,0,112
2987,6960,0,112
2987,6960,0,118
2987,8426,1,118
2987,41569,0,118
2987,49932,0,112
2987,54229,0,118
2987,54229,1,112
2987,65135,0,112
2987,65135,0,118
2987,86059,1,112
2987,91821,1,112
2987,91821,1,118
3081,1029,0,84
3081,1347,1,84
3081,1407,1,84
3081,1653,1,84
3081,1748,1,84
3081,2291,1,84
3081,3994,1,84
3081,4313,1,84
3081,4865,1,84
3081,5026,1,84
3081,5146,1,84
3081,30791,1,84
3081,30793,0,84
3081,34505,1,84
3081,56757,1,84
3081,74789,0,84
3081,76317,1,84
3081,98243,0,84
3081,107649,0,84
3081,108243,1,84
3114,1,1,102
3114,1665,0,102
3114,1959,0,102
3114,2294,1,102
3114,2355,1,102
3114,3176,0,102
3114,4306,1,102
3114,4886,1,102
3114,6377,1,102
3114,40339,1,102
3114,45517,1,102
3114,68954,1,102
3114,78499,1,102
3147,356,0,67
3147,3709,0,67
3147,5464,0,67
3275,1704,0,33
3275,1799,1,33
3275,2023,0,33
3275,2542,1,33
3275,4011,1,33
3275,6378,1,33
3275,72167,1,33
3275,115149,1,33
3489,2,1,67
3489,588,0,67
3489,1197,1,67
3489,1426,0,67
3489,1702,0,67
3489,2953,0,67
3489,6664,0,67
3489,6740,0,67
3489,7143,0,67
3489,7164,0,67
3489,7438,0,67
3489,8970,1,67
3489,45208,0,67
3578,110,1,67
3578,110,1,121
3578,2028,1,121
3578,3279,0,67
3578,3279,0,121
3578,6947,0,67
3578,7143,1,121
3578,7458,0,67
3578,7458,1,121
3578,8640,1,121
3578,26340,0,67
3578,26529,0,67
3578,36289,0,67
3578,51662,1,121
3578,55765,0,67
3578,55765,0,121
3578,62374,0,121
3578,81788,0,121
3623,648,1,45
3623,1092,0,45
3623,2403,0,45
3623,3082,0,45
3623,4369,0,45
3623,5872,0,45
3623,8961,0,45
3623,33794,0,45
3623,45186,1,45
3623,49272,0,45
3623,91630,1,45
3638,1097,1,52
3638,2376,0,52
3638,2529,1,52
3638,2949,0,52
3638,2989,1,52
3638,2990,1,52
3638,2991,1,52
3638,3639,1,52
3638,7570,1,52
3702,3703,1,86
3702,3704,1,86
3702,56174,0,86
3702,107406,1,86
3793,2373,1,122
3793,6333,1,122
3793,34150,1,122
3793,45499,1,122
3793,46530,1,122
3793,53464,1,122
3793,59315,1,122
3793,60040,1,122
3793,68319,1,122
